ProjectID;RequirementText;Functions;Data;Behavior
5;The user shall select to view the preferred repair facility ratings.;1;0;0
5;The current repair facility ratings shall be displayed to the user.;1;0;0
5;The system will display a blank set of ratings if there are not ratings yet defined.;0;0;1
5;The user shall enter new ratings based on the audit report;1;0;0
5;The ratings shall be from a scale of 1-10;0;1;0
5;The user shall select to save the preferred repair facility ratings.;1;0;0
5;The preferred repair facility ratings shall be saved by the system.;1;0;0
6;The product shall allow the user to select a chosen language from one of the target market countries.;1;0;0
6;The product shall allow for intuitive searching of available conference rooms.;1;0;0
6;The product shall create an exception log of problems encountered within the product for transmission to our company for analysis and resolution.;1;0;0
6;Only managers are able to perform search queries for reservations by user. 100% of all search queries for reservations by user shall be from logons of only management logons.;1;0;0
6;The product shall be able to display calendar dates and times according to the user's locale. 90% of survey respondents from each target market country will find that the date and time formatting of the product is correct.;1;0;0
6;The product shall record meeting entries.;1;0;0
6;The product will notify employees of meeting invitations.;1;0;1
6;The product shall have the ability to send meeting reminders to employees.;1;0;0
6;The product shall assign the organizers contact information to each meeting they create.;1;0;0
6;The product will record meeting acknowledgements.;1;0;0
6;The product shall store new conference rooms.;1;0;0
6;The product shall update existing conference rooms.;1;0;0
6;The product will be able to delete conference rooms.;1;0;0
6;The product shall be able to store new room equipment.;1;0;0
6;The product will update existing room equipment.;1;0;0
6;The product shall be able to delete room equipment.;1;0;0
6;The product shall allow an organizer to invite other employees to meetings.;1;0;0
6;Each time a conference room is reserved the conference room schedule shall be updated to reflect the time and date of the reservation.;0;0;1
6;The product shall record the transportation status of equipment reserved.;1;0;0
6;The product shall display a map of the company building showing conference room locations.;1;0;0
6;The product shall record updated meeting agendas.;1;0;1
6;The product shall send a meeting confirmation to the meeting organizer.;1;0;0
6;The product shall display room equipment according to search parameters.;1;0;0
6;The product shall display conference rooms according to search parameters.;1;0;0
6;The product shall record different meeting types.;1;1;0
6;The product shall record all the equipment that has been reserved.;1;0;1
6;The product shall notify building personnel of equipment transport requests.;0;0;1
6;The product will allow priviledged users to view meeting schedules in multiple reporting views.;1;0;0
6;The product shall be able to send meeting notifications via different kinds of end-user specified methods.;1;0;0
6;The product shall have a customizable Look and Feel.;1;0;0
6;The product will display an available status for unreserved conference rooms.;1;0;0
7;Recreation of Inventory Quantity Adjustment for the period of previous 30 days shall take no more than 30min.;1;0;0
7;The System shall be able to automatically backup business data and restore them on demand.;0;0;1
7;The System shall allow generation of Inventory Quantity Adjustment documents on demand.;0;0;1
7;The System shall allow on demand generation of all Inventory Quantity Adjustment documents since certain point of time.;0;0;1
7;The IQA subsystem shall take into account current inventory status and adjust inventory of substitutionary ingredients accordingly.;0;1;0
7;The System shall allow entering storing and modifying product formulas.;1;0;0
7;Product formulas shall allow use of semi-products which have own formulas.;1;1;0
7;Product formula ingredients shall allow defining substitutionary ingredients.;1;1;0
7;Product formula substitutionary ingredients shall be entered automatically by the PFE subsystem.;1;0;0
7;Formula substitutionary ingredients shall be kept in persisted order;0;1;0
7;Product shall allow entering storing and modifying product menus used by POS terminals.;1;0;0
7;PME Subsystem shall allow building product menus based on the list of products kept in the accounting system.;1;0;0
7;PME Subsystem shall allow for a product to exist in more than one submenu;0;1;0
7;The System shall generate Inventory Quantity Adjustment document based on product daily sales data and product formulas.;1;0;0
7;The System shall generate Inventory Quantity Adjustment document automatically when daily Product Sales data is available.;1;0;1
8;Administrator shall be able to activate a pre-paid card via the Administration section in under 5 seconds.;1;0;0
8;Customer shall be able to check the status of their prepaid card by entering in the PIN number in under 5 seconds.;1;0;0
8;"System shall let customers register on the website as a ""pay as you go"" user in under 5 minutes.";1;0;0
8;"System shall let customers register on the website as a ""unlimited movie subscriber"" user in under 10 minutes.";1;0;0
8;System shall let existing customers log into the website with their email address and password in under 5 seconds.;1;0;0
8;System shall let customers cancel their account process shall take no longer than 2 minutes. Database will mark the account as inactive and user will not be able to log into the website.;1;0;1
8;System shall let administrator de-activate a customer account in under 1 minute. Customer will no longer be able to access the website.;1;0;1
8;System shall let administrator add/remove movies on the website in under 5 minutes. Entered movie information will be stored in the database and will now be available on the website.;1;0;1
8;System shall let the administrator add/remove categories on the website in under 5 minutes.;1;0;0
8;System shall let administrators generate unique pre-paid pins in under 2 minutes and generate an Excel file with the generated PINs.;1;0;0
8;Users should be able to access their streaming movies in under 2 clicks after logging into the website.;1;0;0
8;The product shall retain the customer's buying preferences and information.;0;1;0
8;The product shall be easy for customers with novice skills on the Internet to purchase and watch streaming movies. Customers should be able to purchase and watch a pre-determined movie in under 3 minutes.;1;0;0
8;All movies shall be streamed on demand at any time of the day.;0;0;1
8;Izogn Administrator must be able to update the category listings on the website within 2 minutes.;1;0;0
8;Izogn Administrator must be able to add new products to the website within 2 minutes.;1;0;0
8;The website will provide a help section with answers and solutions to common problems.;0;1;0
8;The website shall make its user aware of its information practices before collection data from them via a Privacy Policy accessible on all pages of the website.;1;0;0
8;The system shall notify customers of changes to its information policy.;0;0;1
8;The website will allow customers to search for movies by title actor or director.;1;0;0
8;viewing a movie details the website will display the movies description actor and director entered in by the administrator.;0;0;1
8;Website shall request and authorize credit card payment before allowing a user to stream a movie.;0;0;1
8;shall be able to stream purchased movie via Windows Media Player for up to 2 days aftere purchase date.;1;0;1
8;Website shall allow customers to browse movies by categories entered in by izogn administrator.;1;0;0
8;Website shall allow customers to view reviews of selected movies by other customers.;1;0;0
8;Website shall allow customers to add their own movie review for a selected movie.;1;0;0
8;Website shall allow the Izogn administrator to approve a review posted by a customer.;1;0;0
8;System will allow customers to pay for a streaming movie with a pre-paid card.;1;0;0
8;Website shall allow customers to purchase pre-paid cards of $5 $10 or $20 value either by credit card or mail-in payment option.;1;0;0
8;System shall automatically update the main page of the website every Friday and show the 4 latest movies that have been added to the website.;0;0;1
8;"System shall allow users to update their billing and contact information via the ""My Account"" section of the website.";1;0;0
8;Pre-paid cards shall be distributed via email or via a printed paper card.;1;0;0
8;Only registered customers can purchase streaming movies.;1;0;0
8;Movies can only be streamed if the customer has purchased a movie and is within the 2-day time period to stream the movie.;0;0;1
8;Website must be able to support free trial periods with various parameters set by the Izogn Manager.;1;0;0
8;All streaming movie sales will be logged in the database and accessible by the administrator.;1;1;0
8;All registered customer information shall be stored and maintained in the database even after the customer cancels their account.;0;1;0
8;Daily usage statistics should be logged and accessible by the administrator.;1;1;0
9;For leads that process longer than 25 seconds the system will record the event and duration;0;0;1
9;The vendor will verify the invalid lead.;1;0;0
9;Vendor will submit a credit validation record to be applied to the enterprise billing system.;1;0;0
9;If a lead is scored to the high range the system will supply the lead data and score to the enterprise system.;0;0;1
9;The leads washing functionality will validate all leads received by the web service for valid data;0;0;1
9;The leads washing functionality will insert all leads captured by the web service.;0;0;1
9;If the leads score falls within the high average score then it will be process by the ARA functionality.;0;0;1
9;If the leads score falls within the medium average then it will be set for manual verification by an Enrollment Coordinator through the eleads system.;0;0;1
9;If the leads score falls within the low average then it will be returned to the supplying vendor;0;0;1
9;The leads washing functionality will compile both contact and academic scoring information for a total score.;1;0;0
9;The leads washing functionality will use the parameters supplied by corporate and schools to score part of the lead.;1;0;0
9;The leads washing functionality will return the lead data supplied to the vendor along with the reason of rejection.;1;0;0
9;The leads washing functionality will have an interface in which lead data parameters can be maintained.;1;0;0
9;The leads washing functionality will verify the users authentication and rights to make parameter updates.;1;0;0
9;The leads washing functionality will store any potential lead duplicates returned by the enterprise system.;1;0;0
9;Prior to submitting the lead to the enterprise system the leads washing functionality will assign the lead to an admissions rep.;1;0;0
9;The leads washing functionality shall receive a period list of available reps from the enterprise system.;1;0;1
10;When the offensive player takes a shot the product shall simulate the sound of a ship at sea.;0;0;1
10;When a shot is marked as a miss the product shall simulate the sound of a shot missing its target.;0;0;1
10;When a shot is marked as a hit the product shall simulate the sound of a shot hitting its target.;0;0;1
10;When a ship is sunk the product shall simulate the sound of a sinking ship.;0;0;1
10;The product shall be available to players who understand English Spanish and French. The product shall allow the user to select the language upon accessing the product.;1;0;0
10;The product shall maintain a list of players.;1;1;0
10;The product shall allow a user to identify himself or herself as a player.;1;0;0
10;Once a game has been initiated the product shall make the players assigned to the game unavailable for selection from the list of players.;0;0;1
10;The product shall allow a user to remove himself or herself from the list of players at any time.;1;0;0
10;The product shall make inactive players unavailable for selection from the list of players.;1;0;0
10;The product shall remove players who have been inactive for 24 hours from the list of players.;0;0;1
10;The product shall allow a player to initiate a game by selecting another available player from the list of players.;1;0;0
10;Once a game is initiated the product shall display a defensive grid to each player;0;0;1
10;Once a game is initiated the product shall display an offensive grid to each player.;0;0;1
10;The product shall prevent a player from viewing the offensive or defensive grids of the other player.;1;0;0
10;Once a game is initiated the product shall allow each player to position their 5 ships on their respective defensive grids.;0;1;1
10;The product shall allow a player to position ships horizontally on their grid.;1;0;0
10;The product shall allow the player to position ships vertically on their grid.;1;0;0
10;The product shall allow the player to position ships diagonally on their grid;1;0;0
10;The product shall prevent the player from overlapping ships on their grid.;1;0;0
10;When both players have positioned their 5 ships on their defensive grids the product shall define the status of each player for the first turn.;0;1;1
10;For each turn the product shall identify one player as offensive status and one player as defensive status.;0;0;1
10;The product shall maintain the status of each player for a turn either offensive or defensive.;0;1;1
10;At the start of each turn the product shall notify each player of his or her status.;0;0;1
10;For each turn the product shall allow the offensive player to define a shot.;0;0;1
10;For each shot the product shall examine the defensive grid of the defensive player to determine whether the shot was a hit or miss.;0;0;1
10;For each shot the product shall notify the players whether the shot was a hit or miss.;0;0;1
10;For each shot the product shall mark the shot as a hit or miss on the defensive grid of the defensive player.;0;0;1
10;For each shot the product shall mark the shot as a hit or miss on the offensive grid of the offensive player.;0;0;1
10;When the hit results in sinking a ship the product shall notify the players that the ship was sunk.;0;0;1
10;When the hit results in sinking a ship the product shall mark the ship as sunk on the defensive grid of the defensive player.;0;0;1
10;When the hit results in sinking a ship the product shall indicate the type of ship sunk on the defensive grid of the defensive player.;0;0;1
10;When the hit results in sinking a ship the product shall mark the ship as sunk on the offensive grid of the offensive player.;0;0;1
10;If the shot was marked as a hit the product shall allow the offensive player to define a shot.;0;0;1
10;If the shot was marked as a miss the product shall change the status of the offensive player to defensive;0;0;1
10;If the shot was marked as a miss the product shall change the status of the defensive player to offensive;0;0;1
10;The product shall continue to assign turns until the game is ended.;0;0;1
10;The product shall end a game when a hit by the offensive player results in sinking the last of the defensive player's ships which had not been previously marked as sunk.;0;0;1
10;The product shall allow a player to end a game at any time during the game.;1;0;0
10;When a game is ended the product shall notify the players that the game is ended.;0;0;1
10;The notification of the game ending will include the reason the game is ended (i.e. a player has won the game or a player has ended the game).;0;1;0
10;When a game is ended the product shall allow each player to identify himself or herself as an available player in the list of players.;0;0;1
10;When a game is ended the product shall allow each player to remove himself or herself from the list of players.;0;0;1
11;The product shall ensure that only supervisors can advertise empty time slots.The product must ensure that supervisors are allowed to access advertise empty time slots.';1;0;0
11;The product shall ensure that only supervisors can enter a caller's schedule.The product must ensure that supervisors are allowed to access advertise empty time slots.';1;0;0
11;The product shall ensure that only supervisors can view schedule of all callers.The product must ensure that supervisors are allowed to access advertise empty time slots.';1;0;0
12;The product shall provide GUI based Monitoring Services.System Administrators shall monitor message exchanges will predict and determine problems and will also provide internal and external support.;1;0;0
12;The product shall provide Monitoring Services.The product shall be easy for System Administrators and DBAs to use after two weeks of usage.;1;0;0
12;The product shall provide Error Tracking Services.The product shall help the System Administrators and DBAs to resolve transaction errors 99% of the time.;1;0;0
12;The product shall provide Portals.The product shall help System Administrators to analyze the transactions with ad-hoc reporting and KPIs (Key Performance Indicators);1;1;0
12;The product shall provide Asynchronous Messaging.The product shall provide asynchronous messaging to enable parallel processing and reduce the overhead in communications;1;0;0
12;The product shall process messages within 2 seconds.The product shall have a maximum message processing time of 2 seconds;1;0;0
12;The product shall poll the system for messages every second.The product shall poll the system for new messages at a maximum of every 1 second.;0;0;1
12;The product shall provide Dynamic Change Support and Transparent resource addition.The product shall support Transparent Resource addition and Dynamic Change support to provide scalability and avoid service interruptions of more than 1 day.;1;0;0
13;The interface must summarize the data in a fashion that's appealing to CCR management. Every report type must have at least one high level summary shown in the results dashboard/interface;1;1;0
13;The Brio portion of the WCS system must be able to export files in spreadsheet form (Microsoft Excel and Lotus 1-2-3 formats). Brio will provide buttons in the user interface that produce/export reports in .xls or .123 file formats.;1;1;0
13;The WCS system must run queries to the WCS databases once again (on a specified day) to update the available data available to CCR users. Queries must be made to external databases for data refresh once a week.;0;1;1
14;The message board shall contain the 5 most recently posted messages on the league page. The messages will contain up to the first 150 characters of the message.;0;1;0
14;Users shall be able to view at least 25 NFL player statistics and points on each page.;1;1;0
14;The application shall ask the user to confirm dropping a player or trading a player before performing the action.;1;0;0
